FID,station,Lat,Lon,regarea,Stn_type,stn_type_n,RCA,MPA,MPA_name,comments
119,2115,52.500000000000000,230.466666699999990,2B,standard,1,0,0, ,
120,2116,52.500000000000000,230.233333300000000,2B,standard,1,0,1,Hecate MPA,
121,2117,52.500000000000000,229.966666699999990,2B,standard,1,0,0, ,
122,2118,52.500000000000000,229.683333299999990,2B,standard,1,0,0, ,
123,2119,52.500000000000000,229.416666700000010,2B,standard,1,0,0, ,
124,2120,52.500000000000000,229.133333300000000,2B,standard,1,0,0, ,
125,2121,52.666666669999998,230.233333300000000,2B,standard,1,0,0, ,
126,2122,52.666666669999998,229.966666699999990,2B,standard,1,0,0, ,
127,2123,52.666666669999998,229.683333299999990,2B,standard,1,0,0, ,
128,2124,52.666666669999998,229.416666700000010,2B,standard,1,0,0, ,
129,2125,52.833333330000002,229.966666699999990,2B,standard,1,0,0, ,
130,2126,52.833333330000002,229.683333299999990,2B,standard,1,0,0, ,
131,2127,53.000000000000000,230.250000000000000,2B,standard,1,0,0, ,
132,2128,53.000000000000000,229.966666699999990,2B,standard,1,0,0, ,
133,2129,52.500000000000000,228.866666700000000,2B,standard,1,0,1,Gwaii Haanas NMCA,
134,2130,52.500000000000000,228.583333299999990,2B,standard,1,0,1,Gwaii Haanas NMCA,
135,2131,52.666666669999998,229.133333300000000,2B,standard,1,0,0, ,
136,2132,52.666666669999998,228.866666700000000,2B,standard,1,0,0, ,
137,2133,52.833333330000002,229.416666700000010,2B,standard,1,0,0, ,
138,2134,52.833333330000002,229.133333300000000,2B,standard,1,0,0, ,
139,2135,53.000000000000000,229.699999999999990,2B,standard,1,0,0, ,
140,2136,53.000000000000000,229.416666700000010,2B,standard,1,0,0, ,
141,2137,53.166666669999998,229.699999999999990,2B,standard,1,0,0, ,
142,2138,53.166666669999998,229.416666700000010,2B,standard,1,0,1,Hecate MPA,
143,2139,53.166666669999998,229.133333300000000,2B,standard,1,0,0, ,
144,2140,53.333333330000002,229.699999999999990,2B,standard,1,0,0, ,
145,2141,53.333333330000002,229.416666700000010,2B,standard,1,0,0, ,
146,2142,53.333333330000002,229.133333300000000,2B,standard,1,0,1,Hecate MPA,
147,2143,53.333333330000002,227.183333299999990,2B,standard,1,0,0, ,
148,2144,53.333333330000002,226.900000000000010,2B,standard,1,0,0, ,
149,2145,53.500000000000000,229.133333300000000,2B,standard,1,0,0, ,
150,2146,53.500000000000000,226.900000000000010,2B,standard,1,0,0, ,
151,2147,53.666666669999998,229.416666700000010,2B,standard,1,0,0, ,
152,2148,53.666666669999998,229.133333300000000,2B,standard,1,0,0, ,
153,2149,53.666666669999998,226.883333300000000,2B,standard,1,0,0, ,
154,2150,53.833333330000002,229.133333300000000,2B,standard,1,0,0, ,
155,2151,54.000000000000000,226.583333299999990,2B,standard,1,0,0, ,
156,2152,54.166666669999998,229.416666700000010,2B,standard,1,0,0, ,
157,2153,54.166666669999998,228.000000000000000,2B,standard,1,0,0, ,
158,2154,54.166666669999998,227.716666699999990,2B,standard,1,0,0, ,
159,2155,54.166666669999998,227.433333299999990,2B,standard,1,0,0, ,
160,2156,54.166666669999998,226.849999999999990,2B,standard,1,0,0, ,
161,2157,54.166666669999998,226.566666700000010,2B,standard,1,0,0, ,
162,2158,54.333333330000002,229.416666700000010,2B,standard,1,0,0, ,
163,2159,54.333333330000002,228.849999999999990,2B,standard,1,0,0, ,
164,2160,54.333333330000002,228.566666700000010,2B,standard,1,0,0, ,
165,2161,54.333333330000002,228.283333300000010,2B,standard,1,0,0, ,
166,2162,54.333333330000002,227.983333300000000,2B,standard,1,0,0, ,
167,2163,54.333333330000002,227.699999999999990,2B,standard,1,0,0, ,
168,2164,54.333333330000002,227.416666700000010,2B,standard,1,0,0, ,
169,2165,54.333333330000002,227.133333300000000,2B,standard,1,0,0, ,
170,2166,54.333333330000002,226.849999999999990,2B,standard,1,0,0, ,
171,2167,54.333333330000002,226.566666700000010,2B,standard,1,0,0, ,
172,2168,54.333333330000002,226.283333300000010,2B,standard,1,0,0, ,
173,2169,54.500000000000000,229.416666700000010,2B,standard,1,0,0, ,
174,2170,54.500000000000000,228.849999999999990,2B,standard,1,0,0, ,
175,2171,54.500000000000000,228.566666700000010,2B,standard,1,0,0, ,
176,2172,54.500000000000000,228.266666700000000,2B,standard,1,0,0, ,
177,2201,48.331666669999997,236.639500000000000,2B,expansion,2,0,0, ,
178,2202,48.332000000000001,236.389000000000010,2B,expansion,2,0,0, ,
179,2203,48.332166669999999,236.138499999999990,2B,expansion,2,0,0, ,
180,2204,48.332500000000003,235.888000000000010,2B,expansion,2,0,0, ,
181,2205,48.333500000000001,233.866666700000000,2B,expansion,2,0,0, ,
182,2206,48.499333329999999,235.638166700000000,2B,expansion,2,0,0, ,
183,2207,48.499499999999998,235.386833300000010,2B,expansion,2,0,0, ,
184,2208,48.499666670000003,234.867999999999990,2B,expansion,2,0,0, ,
185,2209,48.666333330000001,235.135500000000010,2B,expansion,2,0,0, ,
186,2210,48.666833330000003,233.616666700000000,2B,expansion,2,0,0, ,
187,2211,48.831000000000003,236.907500000000000,2B,expansion,2,0,0, ,
188,2212,48.831333330000000,236.654500000000010,2B,expansion,2,0,0, ,
189,2213,48.833166669999997,234.616666700000000,2B,expansion,2,0,0, ,
190,2214,48.833500000000001,233.366666700000000,2B,expansion,2,0,0, ,
191,2215,48.997833329999999,236.659500000000010,2B,expansion,2,0,0, ,
192,2216,48.998166670000003,236.405666700000010,2B,expansion,2,0,0, ,
193,2217,48.999833330000001,234.116666700000000,2B,expansion,2,0,0, ,
194,2218,49.000166669999999,233.116666700000000,2B,expansion,2,0,0, ,
195,2219,49.164333329999998,236.663833299999990,2B,expansion,2,0,0, ,
196,2220,49.164666670000003,236.409166699999990,2B,expansion,2,0,0, ,
197,2221,49.166499999999999,233.866666700000000,2B,expansion,2,0,0, ,
198,2222,49.331000000000003,236.667333300000000,2B,expansion,2,0,0, ,
199,2223,49.331166670000002,236.411666700000010,2B,expansion,2,0,0, ,
200,2224,49.331499999999998,236.156166700000000,2B,expansion,2,0,0, ,
201,2225,49.331833330000002,235.900499999999990,2B,expansion,2,0,0, ,
202,2226,49.497500000000002,236.669833299999990,2B,expansion,2,0,0, ,
203,2227,49.498333330000001,235.900499999999990,2B,expansion,2,0,0, ,
204,2228,49.498500000000000,235.404000000000000,2B,expansion,2,0,0, ,
205,2229,49.664666670000003,236.157000000000010,2B,expansion,2,0,0, ,
206,2230,49.664999999999999,235.404000000000000,2B,expansion,2,0,0, ,
207,2231,49.665333330000003,235.147500000000010,2B,expansion,2,0,0, ,
208,2232,49.666166670000003,233.873166700000010,2B,expansion,2,0,0, ,
209,2233,49.666833330000003,232.333333299999990,2B,expansion,2,0,0, ,
210,2234,49.831000000000003,235.919500000000000,2B,expansion,2,0,0, ,
211,2235,49.831333330000000,235.149000000000000,2B,expansion,2,0,0, ,
212,2236,49.831499999999998,235.404000000000000,2B,expansion,2,0,0, ,
213,2237,49.833166669999997,232.849999999999990,2B,expansion,2,0,0, ,
214,2238,49.997833329999999,235.149000000000000,2B,expansion,2,0,0, ,
215,2239,49.998166670000003,234.906833299999990,2B,expansion,2,0,0, ,
216,2242,50.166499999999999,232.077666700000010,2B,expansion,2,0,0, ,
217,2243,50.331166670000002,234.907833299999990,2B,expansion,2,0,0, ,
218,2244,50.497666670000001,234.924000000000010,2B,expansion,2,0,0, ,
219,2245,50.498333330000001,233.641833300000000,2B,expansion,2,0,0, ,
220,2246,50.498666669999999,233.380000000000000,2B,expansion,2,0,0, ,
221,2247,50.499333329999999,232.340333300000000,2B,expansion,2,0,0, ,
222,2249,50.664666670000003,233.904666700000010,2B,expansion,2,0,0, ,
223,2250,50.664999999999999,233.378833300000000,2B,expansion,2,0,0, ,
224,2251,50.665333330000003,233.116166700000010,2B,expansion,2,0,0, ,
225,2252,50.665999999999997,232.841166700000000,2B,expansion,2,0,0, ,
226,2254,50.832500000000003,232.842000000000010,2B,expansion,2,0,0, ,
227,2255,50.832833330000000,232.578333300000000,2B,expansion,2,0,0, ,
228,2258,50.833500000000001,230.466666699999990,2B,expansion,2,0,1,Scott Islands NWA,
229,2259,50.997166669999999,234.432999999999990,2B,expansion,2,0,0, ,
230,2260,50.999666670000003,232.314666700000000,2B,expansion,2,0,0, ,
231,2261,50.999666670000003,230.202000000000000,2B,expansion,2,0,1,Scott Islands NWA,
232,2262,51.166499999999999,229.950999999999990,2B,expansion,2,0,0, ,
233,2263,51.166833330000003,230.216666699999990,2B,expansion,2,0,0, ,
234,2264,51.332999999999998,232.349833300000000,2B,expansion,2,0,0, ,
235,2265,51.333500000000001,229.949999999999990,2B,expansion,2,0,0, ,
236,2266,51.665833329999998,232.619333299999990,2B,expansion,2,0,0, ,
237,2267,51.666166670000003,232.085166700000000,2B,expansion,2,0,0, ,
238,2268,51.666499999999999,231.816666700000010,2B,expansion,2,0,0, ,
239,2269,51.666499999999999,231.283333300000010,2B,expansion,2,0,0, ,
240,2270,51.832833330000000,232.085166700000000,2B,expansion,2,0,0, ,
241,2271,51.999666670000003,228.862833300000010,2B,expansion,2,0,1,Gwaii Haanas NMCA,
242,2272,52.164833330000000,233.159500000000010,2B,expansion,2,0,0, ,
243,2273,52.166333330000001,228.861833300000000,2B,expansion,2,0,1,Gwaii Haanas NMCA,
244,2274,52.166833330000003,228.583333299999990,2B,expansion,2,0,1,Gwaii Haanas NMCA,
245,2275,52.331499999999998,232.896833300000000,2B,expansion,2,0,0, ,
246,2276,52.333166669999997,231.050000000000010,2B,expansion,2,0,0, ,
247,2277,52.333500000000001,228.866666700000000,2B,expansion,2,0,1,Gwaii Haanas NMCA,
248,2278,52.499833330000001,230.783333300000010,2B,expansion,2,0,0, ,
249,2279,52.666166670000003,231.056999999999990,2B,expansion,2,0,0, ,
250,2280,52.666166670000003,230.741333300000010,2B,expansion,2,0,0, ,
251,2283,52.832500000000003,230.784666700000000,2B,expansion,2,0,0, ,
252,2284,52.832833330000000,230.508999999999990,2B,expansion,2,0,0, ,
253,2285,52.832833330000000,228.591000000000010,2B,expansion,2,0,0, ,
254,2286,52.833166669999997,230.233333300000000,2B,expansion,2,0,0, ,
255,2287,52.833166669999997,228.866666700000000,2B,expansion,2,0,0, ,
256,2288,52.999499999999998,228.591000000000010,2B,expansion,2,0,0, ,
257,2289,52.999499999999998,228.856500000000010,2B,expansion,2,0,0, ,
258,2290,52.999499999999998,227.740000000000010,2B,expansion,2,0,0, ,
259,2291,52.999666670000003,230.526666699999990,2B,expansion,2,0,0, ,
260,2292,52.999833330000001,229.133333300000000,2B,expansion,2,0,0, ,
261,2293,52.999833330000001,227.462166700000010,2B,expansion,2,0,0, ,
262,2294,53.165333330000003,231.361333300000010,2B,expansion,2,0,0, ,
263,2295,53.165666670000000,228.314166699999990,2B,expansion,2,0,0, ,
264,2296,53.165999999999997,228.577666700000010,2B,expansion,2,0,0, ,
265,2297,53.166333330000001,228.855500000000010,2B,expansion,2,0,0, ,
266,2298,53.166499999999999,230.250000000000000,2B,expansion,2,0,0, ,
267,2299,53.166499999999999,229.966666699999990,2B,expansion,2,1,0, ,
268,2301,53.332166669999999,231.085666699999990,2B,expansion,2,0,0, ,
269,2302,53.332333329999997,228.296666700000000,2B,expansion,2,0,0, ,
270,2303,53.332500000000003,230.806666699999990,2B,expansion,2,0,0, ,
271,2304,53.332666670000002,228.575500000000010,2B,expansion,2,0,0, ,
272,2305,53.332999999999998,228.854333300000010,2B,expansion,2,0,0, ,
273,2306,53.333166669999997,230.250000000000000,2B,expansion,2,0,0, ,
274,2307,53.499000000000002,230.806666699999990,2B,expansion,2,0,0, ,
275,2308,53.499000000000002,228.293333300000000,2B,expansion,2,0,0, ,
276,2309,53.499333329999999,228.573333300000000,2B,expansion,2,0,0, ,
277,2311,53.499666670000003,228.853333300000000,2B,expansion,2,0,0, ,
278,2312,53.665999999999997,228.571166699999990,2B,expansion,2,0,0, ,
279,2313,53.666333330000001,228.852166700000000,2B,expansion,2,0,0, ,
280,2314,53.666666669999998,228.284500000000010,2B,expansion,2,0,0, ,
281,2315,53.832500000000003,229.981166699999990,2B,expansion,2,0,0, ,
282,2316,53.832833330000000,228.567833299999990,2B,expansion,2,0,0, ,
283,2317,53.832833330000000,229.698833299999990,2B,expansion,2,0,0, ,
284,2318,53.832999999999998,228.851166699999990,2B,expansion,2,0,0, ,
285,2320,53.833166669999997,228.284500000000010,2B,expansion,2,0,0, ,
286,2321,53.833500000000001,226.583333299999990,2B,expansion,2,0,0, ,
287,2322,53.999499999999998,228.849999999999990,2B,expansion,2,0,0, ,
288,2323,53.999666670000003,226.866666700000000,2B,expansion,2,0,0, ,
289,2324,53.999833330000001,229.133333300000000,2B,expansion,2,0,0, ,
290,2326,54.166333330000001,227.134500000000000,2B,expansion,2,0,0, ,
291,2327,54.166499999999999,229.135666700000000,2B,expansion,2,0,0, ,
292,2328,54.166833330000003,228.849999999999990,2B,expansion,2,0,0, ,
293,2329,54.166833330000003,228.566666700000010,2B,expansion,2,0,0, ,
294,2330,54.166833330000003,226.283333300000010,2B,expansion,2,0,0, ,
295,2331,54.332999999999998,229.702333299999990,2B,expansion,2,0,0, ,
296,2332,54.332999999999998,229.135666700000000,2B,expansion,2,0,0, ,
297,2333,54.499666670000003,229.136833300000010,2B,expansion,2,0,0, ,
298,2334,54.666499999999999,229.416666700000010,2B,expansion,2,0,0, ,
299,2335,54.999000000000002,229.993833300000010,2B,expansion,2,0,0, ,
300,2343,53.999499999999998,228.567833299999990,2B,standard,1,0,0, ,
301,3001,54.500000000000000,227.983333300000000,2B,standard,1,0,0, ,Not in GFBio
302,3002,54.500000000000000,227.699999999999990,2B,standard,1,0,0, ,Not in GFBio
303,3003,54.500000000000000,227.416666700000010,2B,standard,1,0,0, ,Not in GFBio
304,3004,54.500000000000000,227.133333300000000,2B,standard,1,0,0, ,Not in GFBio
305,3005,54.500000000000000,226.833333299999990,2B,standard,1,0,0, ,Not in GFBio
306,3008,54.666666669999998,229.166666700000010,2B,expansion,2,0,0, ,Not in GFBio
307,3009,54.666666669999998,228.866666700000000,2B,standard,1,0,0, ,Not in GFBio
308,3010,54.666666669999998,228.583333299999990,2B,standard,1,0,0, ,Not in GFBio
309,3011,54.666666669999998,228.300000000000010,2B,standard,1,0,0, ,Not in GFBio
310,3012,54.666666669999998,228.016666700000000,2B,standard,1,0,0, ,Not in GFBio
311,3013,54.666666669999998,227.716666699999990,2B,standard,1,0,0, ,Not in GFBio
312,3210,55.332166669999999,229.993833300000010,2B,expansion,2,0,0, ,Not in GFBio
313,2241,50.164670000000001,234.907770000000000,2B,expansion,2,1,0, ,Not in GFBio
314,2248,50.499890000000001,231.816669999999990,2B,expansion,2,1,0, ,Not in GFBio
315,2256,50.833150000000003,232.314660000000000,2B,expansion,2,1,0, ,Not in GFBio
316,2257,50.833219999999997,231.266670000000000,2B,expansion,2,1,1,Scott Islands NWA,Not in GFBio
