Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
60,2021,20210022,2066,9,303,,Hook with Skin,20Hook,792.0,792.0,160.0,35.0
61,2021,20210022,2066,9,304,,Empty Hook,20Hook,792.0,792.0,160.0,53.0
62,2021,20210022,2066,9,305,,Hook with Bait,20Hook,792.0,792.0,160.0,50.0
63,2021,20210023,2065,10,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,2.0
64,2021,20210023,2065,10,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,11.0
65,2021,20210023,2065,10,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
66,2021,20210023,2065,10,216,Solaster sp,Solaster sp (starfish),20Hook,792.0,792.0,160.0,1.0
67,2021,20210023,2065,10,303,,Hook with Skin,20Hook,792.0,792.0,160.0,25.0
68,2021,20210023,2065,10,304,,Empty Hook,20Hook,792.0,792.0,160.0,96.0
69,2021,20210023,2065,10,305,,Hook with Bait,20Hook,792.0,792.0,160.0,12.0
70,2021,20210024,2058,11,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
71,2021,20210024,2058,11,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
72,2021,20210024,2058,11,216,Solaster sp,Solaster sp (starfish),20Hook,792.0,792.0,160.0,2.0
73,2021,20210024,2058,11,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
74,2021,20210024,2058,11,304,,Empty Hook,20Hook,792.0,792.0,160.0,136.0
75,2021,20210024,2058,11,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
76,2021,20210024,2058,11,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
77,2021,20210025,2057,12,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,1.0
78,2021,20210025,2057,12,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,4.0
79,2021,20210025,2057,12,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,1.0
80,2021,20210025,2057,12,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,1.0
81,2021,20210025,2057,12,303,,Hook with Skin,20Hook,784.0,784.0,160.0,37.0
82,2021,20210025,2057,12,304,,Empty Hook,20Hook,784.0,784.0,160.0,106.0
83,2021,20210025,2057,12,305,,Hook with Bait,20Hook,784.0,784.0,160.0,8.0
84,2021,20210026,2264,13,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
85,2021,20210026,2264,13,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
86,2021,20210026,2264,13,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,2.0
87,2021,20210026,2264,13,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
88,2021,20210026,2264,13,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
89,2021,20210026,2264,13,218,Hexactinellida,Glass Sponge,20Hook,792.0,792.0,160.0,1.0
90,2021,20210026,2264,13,303,,Hook with Skin,20Hook,792.0,792.0,160.0,27.0
91,2021,20210026,2264,13,304,,Empty Hook,20Hook,792.0,792.0,160.0,44.0
92,2021,20210026,2264,13,305,,Hook with Bait,20Hook,792.0,792.0,160.0,76.0
93,2021,20210026,2264,13,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
94,2021,20210027,2072,14,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
95,2021,20210027,2072,14,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,27.0
96,2021,20210027,2072,14,30,Sebastolobus spp,unident. thornyhead (Idiot),20Hook,792.0,792.0,160.0,5.0
97,2021,20210027,2072,14,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,15.0
98,2021,20210027,2072,14,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,2.0
99,2021,20210027,2072,14,303,,Hook with Skin,20Hook,792.0,792.0,160.0,5.0
100,2021,20210027,2072,14,304,,Empty Hook,20Hook,792.0,792.0,160.0,97.0
101,2021,20210027,2072,14,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
102,2021,20210028,2071,15,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,1.0
103,2021,20210028,2071,15,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,11.0
104,2021,20210028,2071,15,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,20.0
105,2021,20210028,2071,15,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,1.0
106,2021,20210028,2071,15,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,15.0
107,2021,20210028,2071,15,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
108,2021,20210028,2071,15,304,,Empty Hook,20Hook,792.0,792.0,160.0,96.0
109,2021,20210028,2071,15,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
110,2021,20210029,2077,16,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
111,2021,20210029,2077,16,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
112,2021,20210029,2077,16,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,23.0
113,2021,20210029,2077,16,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,1.0
114,2021,20210029,2077,16,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,1.0
115,2021,20210029,2077,16,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
116,2021,20210029,2077,16,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
117,2021,20210029,2077,16,304,,Empty Hook,20Hook,792.0,792.0,160.0,113.0
118,2021,20210030,2130,17,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,33.0
119,2021,20210030,2130,17,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,1.0
120,2021,20210030,2130,17,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
121,2021,20210030,2130,17,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,4.0
122,2021,20210030,2130,17,216,Solaster sp,Solaster sp (starfish),20Hook,792.0,792.0,160.0,6.0
123,2021,20210030,2130,17,303,,Hook with Skin,20Hook,792.0,792.0,160.0,4.0
124,2021,20210030,2130,17,304,,Empty Hook,20Hook,792.0,792.0,160.0,91.0
125,2021,20210030,2130,17,305,,Hook with Bait,20Hook,792.0,792.0,160.0,8.0
126,2021,20210030,2130,17,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
127,2021,20210031,2129,18,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,12.0
128,2021,20210031,2129,18,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,3.0
129,2021,20210031,2129,18,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
130,2021,20210031,2129,18,219,Ophuroidea,Brittle Star,20Hook,792.0,792.0,160.0,1.0
131,2021,20210031,2129,18,303,,Hook with Skin,20Hook,792.0,792.0,160.0,10.0
132,2021,20210031,2129,18,304,,Empty Hook,20Hook,792.0,792.0,160.0,99.0
133,2021,20210031,2129,18,305,,Hook with Bait,20Hook,792.0,792.0,160.0,5.0
134,2021,20210031,2129,18,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
135,2021,20210032,2132,19,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
136,2021,20210032,2132,19,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,25.0
137,2021,20210032,2132,19,141,Raja binoculata,Big Skate,20Hook,800.0,800.0,160.0,2.0
138,2021,20210032,2132,19,303,,Hook with Skin,20Hook,800.0,800.0,160.0,24.0
139,2021,20210032,2132,19,304,,Empty Hook,20Hook,800.0,800.0,160.0,89.0
140,2021,20210032,2132,19,305,,Hook with Bait,20Hook,800.0,800.0,160.0,13.0
141,2021,20210032,2132,19,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,1.0
142,2021,20210033,2287,20,29,Cottidae,unident. Sculpin,20Hook,792.0,792.0,160.0,1.0
143,2021,20210033,2287,20,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,15.0
144,2021,20210033,2287,20,124,Sebastes caurinus,Copper Rockfish,20Hook,792.0,792.0,160.0,1.0
145,2021,20210033,2287,20,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,2.0
146,2021,20210033,2287,20,158,Scorpaenichthys marmoratus,Cabezon,20Hook,792.0,792.0,160.0,1.0
147,2021,20210033,2287,20,303,,Hook with Skin,20Hook,792.0,792.0,160.0,8.0
148,2021,20210033,2287,20,304,,Empty Hook,20Hook,792.0,792.0,160.0,58.0
149,2021,20210033,2287,20,305,,Hook with Bait,20Hook,792.0,792.0,160.0,66.0
150,2021,20210034,2285,21,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,2.0
151,2021,20210034,2285,21,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,2.0
152,2021,20210034,2285,21,56,Hydrolagus colliei,Spotted Ratfish,20Hook,784.0,784.0,160.0,2.0
153,2021,20210034,2285,21,87,Sebastes maliger,Quillback Rockfish,20Hook,784.0,784.0,160.0,3.0
154,2021,20210034,2285,21,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,1.0
155,2021,20210034,2285,21,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,784.0,784.0,160.0,1.0
156,2021,20210034,2285,21,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,1.0
157,2021,20210034,2285,21,216,Solaster sp,Solaster sp (starfish),20Hook,784.0,784.0,160.0,1.0
158,2021,20210034,2285,21,303,,Hook with Skin,20Hook,784.0,784.0,160.0,8.0
159,2021,20210034,2285,21,304,,Empty Hook,20Hook,784.0,784.0,160.0,43.0
160,2021,20210034,2285,21,305,,Hook with Bait,20Hook,784.0,784.0,160.0,89.0
161,2021,20210035,2288,22,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,3.0
162,2021,20210035,2288,22,68,,unident. Crab,20Hook,784.0,784.0,160.0,2.0
163,2021,20210035,2288,22,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,784.0,784.0,160.0,2.0
164,2021,20210035,2288,22,303,,Hook with Skin,20Hook,784.0,784.0,160.0,40.0
165,2021,20210035,2288,22,304,,Empty Hook,20Hook,784.0,784.0,160.0,88.0
166,2021,20210035,2288,22,305,,Hook with Bait,20Hook,784.0,784.0,160.0,8.0
167,2021,20210035,2288,22,307,,Bent/Broken/Missing,20Hook,784.0,784.0,160.0,8.0
168,2021,20210036,2296,23,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,17.0
169,2021,20210036,2296,23,68,,unident. Crab,20Hook,792.0,792.0,160.0,1.0
170,2021,20210036,2296,23,303,,Hook with Skin,20Hook,792.0,792.0,160.0,21.0
171,2021,20210036,2296,23,304,,Empty Hook,20Hook,792.0,792.0,160.0,114.0
172,2021,20210036,2296,23,305,,Hook with Bait,20Hook,792.0,792.0,160.0,5.0
173,2021,20210037,2295,24,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,35.0
174,2021,20210037,2295,24,68,,unident. Crab,20Hook,792.0,792.0,160.0,3.0
175,2021,20210037,2295,24,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,792.0,792.0,160.0,3.0
176,2021,20210037,2295,24,303,,Hook with Skin,20Hook,792.0,792.0,160.0,24.0
177,2021,20210037,2295,24,304,,Empty Hook,20Hook,792.0,792.0,160.0,93.0
178,2021,20210037,2295,24,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
179,2021,20210038,2304,25,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,23.0
180,2021,20210038,2304,25,81,(includes brittle and basketstars),unident. Starfish,20Hook,792.0,792.0,160.0,2.0
181,2021,20210038,2304,25,93,,Sea Anemone,20Hook,792.0,792.0,160.0,1.0
182,2021,20210038,2304,25,303,,Hook with Skin,20Hook,792.0,792.0,160.0,26.0
183,2021,20210038,2304,25,304,,Empty Hook,20Hook,792.0,792.0,160.0,87.0
184,2021,20210038,2304,25,305,,Hook with Bait,20Hook,792.0,792.0,160.0,11.0
185,2021,20210038,2304,25,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
186,2021,20210039,2302,26,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,29.0
187,2021,20210039,2302,26,68,,unident. Crab,20Hook,800.0,800.0,160.0,1.0
188,2021,20210039,2302,26,93,,Sea Anemone,20Hook,800.0,800.0,160.0,1.0
189,2021,20210039,2302,26,303,,Hook with Skin,20Hook,800.0,800.0,160.0,30.0
190,2021,20210039,2302,26,304,,Empty Hook,20Hook,800.0,800.0,160.0,98.0
191,2021,20210040,2308,27,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,18.0
192,2021,20210040,2308,27,81,(includes brittle and basketstars),unident. Starfish,20Hook,784.0,784.0,160.0,2.0
193,2021,20210040,2308,27,303,,Hook with Skin,20Hook,784.0,784.0,160.0,25.0
194,2021,20210040,2308,27,304,,Empty Hook,20Hook,784.0,784.0,160.0,115.0
195,2021,20210041,2147,28,21,Ophiodon elongatus,Lingcod,20Hook,784.0,784.0,160.0,1.0
196,2021,20210041,2147,28,26,Gadus macrocephalus,Pacific Cod,20Hook,784.0,784.0,160.0,3.0
197,2021,20210041,2147,28,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,16.0
198,2021,20210041,2147,28,141,Raja binoculata,Big Skate,20Hook,784.0,784.0,160.0,1.0
199,2021,20210041,2147,28,303,,Hook with Skin,20Hook,784.0,784.0,160.0,5.0
200,2021,20210041,2147,28,304,,Empty Hook,20Hook,784.0,784.0,160.0,128.0
201,2021,20210042,2148,29,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,20.0
202,2021,20210042,2148,29,93,,Sea Anemone,20Hook,792.0,792.0,160.0,1.0
203,2021,20210042,2148,29,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
204,2021,20210042,2148,29,303,,Hook with Skin,20Hook,792.0,792.0,160.0,25.0
205,2021,20210042,2148,29,304,,Empty Hook,20Hook,792.0,792.0,160.0,94.0
206,2021,20210042,2148,29,305,,Hook with Bait,20Hook,792.0,792.0,160.0,5.0
207,2021,20210043,2150,30,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
208,2021,20210043,2150,30,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
209,2021,20210043,2150,30,303,,Hook with Skin,20Hook,792.0,792.0,160.0,1.0
210,2021,20210043,2150,30,304,,Empty Hook,20Hook,792.0,792.0,160.0,154.0
211,2021,20210043,2150,30,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
212,2021,20210107,2209,1,54,Squalus suckleyi,Spiny Dogfish,20Hook,392.0,392.0,80.0,1.0
213,2021,20210107,2209,1,141,Raja binoculata,Big Skate,20Hook,392.0,392.0,80.0,1.0
214,2021,20210107,2209,1,148,Myoxocephalus polyacanthocephalus,Great Sculpin,20Hook,392.0,392.0,80.0,1.0
215,2021,20210107,2209,1,303,,Hook with Skin,20Hook,392.0,392.0,80.0,8.0
216,2021,20210107,2209,1,304,,Empty Hook,20Hook,392.0,392.0,80.0,66.0
217,2021,20210107,2209,1,305,,Hook with Bait,20Hook,392.0,392.0,80.0,2.0
218,2021,20210108,2208,2,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,400.0,400.0,80.0,1.0
219,2021,20210108,2208,2,54,Squalus suckleyi,Spiny Dogfish,20Hook,400.0,400.0,80.0,5.0
220,2021,20210108,2208,2,143,Raja rhina,Longnose Skate,20Hook,400.0,400.0,80.0,2.0
221,2021,20210108,2208,2,303,,Hook with Skin,20Hook,400.0,400.0,80.0,10.0
222,2021,20210108,2208,2,304,,Empty Hook,20Hook,400.0,400.0,80.0,59.0
223,2021,20210108,2208,2,305,,Hook with Bait,20Hook,400.0,400.0,80.0,1.0
224,2021,20210108,2208,2,307,,Bent/Broken/Missing,20Hook,400.0,400.0,80.0,1.0
225,2021,20210109,2213,3,54,Squalus suckleyi,Spiny Dogfish,20Hook,388.0,388.0,80.0,3.0
226,2021,20210109,2213,3,143,Raja rhina,Longnose Skate,20Hook,388.0,388.0,80.0,1.0
227,2021,20210109,2213,3,303,,Hook with Skin,20Hook,388.0,388.0,80.0,16.0
228,2021,20210109,2213,3,304,,Empty Hook,20Hook,388.0,388.0,80.0,51.0
229,2021,20210109,2213,3,305,,Hook with Bait,20Hook,388.0,388.0,80.0,9.0
230,2021,20210110,2012,4,87,Sebastes maliger,Quillback Rockfish,20Hook,396.0,396.0,80.0,2.0
231,2021,20210110,2012,4,141,Raja binoculata,Big Skate,20Hook,396.0,396.0,80.0,1.0
232,2021,20210110,2012,4,216,Solaster sp,Solaster sp (starfish),20Hook,396.0,396.0,80.0,3.0
233,2021,20210110,2012,4,303,,Hook with Skin,20Hook,396.0,396.0,80.0,1.0
234,2021,20210110,2012,4,304,,Empty Hook,20Hook,396.0,396.0,80.0,56.0
235,2021,20210110,2012,4,305,,Hook with Bait,20Hook,396.0,396.0,80.0,6.0
236,2021,20210111,2016,5,14,Eopsetta jordani,Petrale Sole,20Hook,392.0,392.0,79.0,1.0
237,2021,20210111,2016,5,54,Squalus suckleyi,Spiny Dogfish,20Hook,392.0,392.0,79.0,1.0
238,2021,20210111,2016,5,143,Raja rhina,Longnose Skate,20Hook,392.0,392.0,79.0,1.0
239,2021,20210111,2016,5,303,,Hook with Skin,20Hook,392.0,392.0,79.0,5.0
240,2021,20210111,2016,5,304,,Empty Hook,20Hook,392.0,392.0,79.0,69.0
241,2021,20210112,2014,6,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,396.0,396.0,80.0,1.0
242,2021,20210112,2014,6,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,6.0
243,2021,20210112,2014,6,143,Raja rhina,Longnose Skate,20Hook,396.0,396.0,80.0,1.0
244,2021,20210112,2014,6,303,,Hook with Skin,20Hook,396.0,396.0,80.0,7.0
245,2021,20210112,2014,6,304,,Empty Hook,20Hook,396.0,396.0,80.0,55.0
246,2021,20210112,2014,6,305,,Hook with Bait,20Hook,396.0,396.0,80.0,6.0
247,2021,20210112,2014,6,307,,Bent/Broken/Missing,20Hook,396.0,396.0,80.0,1.0
248,2021,20210113,2010,7,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,3.0
249,2021,20210113,2010,7,143,Raja rhina,Longnose Skate,20Hook,396.0,396.0,80.0,2.0
250,2021,20210113,2010,7,303,,Hook with Skin,20Hook,396.0,396.0,80.0,2.0
251,2021,20210113,2010,7,304,,Empty Hook,20Hook,396.0,396.0,80.0,61.0
252,2021,20210114,2002,8,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,29.0
253,2021,20210114,2002,8,304,,Empty Hook,20Hook,396.0,396.0,80.0,50.0
254,2021,20210114,2002,8,307,,Bent/Broken/Missing,20Hook,396.0,396.0,80.0,1.0
255,2021,20210115,2205,9,54,Squalus suckleyi,Spiny Dogfish,20Hook,392.0,392.0,80.0,6.0
256,2021,20210115,2205,9,93,,Sea Anemone,20Hook,392.0,392.0,80.0,1.0
257,2021,20210115,2205,9,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,392.0,392.0,80.0,2.0
258,2021,20210115,2205,9,304,,Empty Hook,20Hook,392.0,392.0,80.0,71.0
259,2021,20210116,2011,10,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,26.0
260,2021,20210116,2011,10,304,,Empty Hook,20Hook,396.0,396.0,80.0,52.0
261,2021,20210116,2011,10,305,,Hook with Bait,20Hook,396.0,396.0,80.0,1.0
262,2021,20210116,2011,10,307,,Bent/Broken/Missing,20Hook,396.0,396.0,80.0,1.0
263,2021,20210117,2017,11,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,15.0
264,2021,20210117,2017,11,143,Raja rhina,Longnose Skate,20Hook,396.0,396.0,80.0,1.0
265,2021,20210117,2017,11,303,,Hook with Skin,20Hook,396.0,396.0,80.0,15.0
266,2021,20210117,2017,11,304,,Empty Hook,20Hook,396.0,396.0,80.0,48.0
267,2021,20210118,2019,12,21,Ophiodon elongatus,Lingcod,20Hook,396.0,396.0,80.0,1.0
268,2021,20210118,2019,12,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,1.0
269,2021,20210118,2019,12,141,Raja binoculata,Big Skate,20Hook,396.0,396.0,80.0,1.0
